,Date,Mention Content,Processed Content,Year-Month,Length
173,3/18/2020,"Let battle commence! #US #China #CoronaVirusChallenge RT @ChinaPlusNews: U.S. President Donald Trump is blaming China for #COVID-19. His latest tweet labels it as the ""Chinese Virus."" CGTN's Zou Yue shared his concerns over Trump's blame spreading as the leader of a global superpower at a crucial moment while facing the #coronavirus pandemic.","let battle commence  china coronaviruschallenge  u president donald trump  blaming china  covid-19  latest tweet labels    ""chinese virus"" cgtn zou yue shared  concerns  trump blame spreading   leader   global superpower   crucial moment  facing  coronavirus pandemic",2020-03,267
174,3/18/2020,"RT @jasonsweettooth: He insists on calling it “The Chinese Virus”. He does this to blame China for this pandemic and distance himself from it. (Plus he’s racist) This strain of the coronavirus may have originated in China but make no mistake, the failures of the response in America belong to Trump.",insists  calling  “ chinese virus”     blame china   pandemic  distance     plus  racist   strain   coronavirus may  originated  china  make  mistake  failures   response  america belong  trump,2020-03,193
175,3/18/2020,"RT @CleverLee_Dope: You can blame China all you want, but at the end of the day, this current administration was briefed on COVID-19 in *checks notes* fucking JANUARY, and their takeaway was that it was a mild flu that would go away when it got warm. This is on yall's president.",blame china   want    end   day  current administration  briefed  covid-19  *checks notes* fucking january   takeaway      mild flu   go away   got warm    yall president,2020-03,170
176,3/18/2020,"Amazing. Tries to blame China for covering up the COVID-19 outbreak (in headline caps for some reason) by posting a clip from Fox News and Tucker Fucking Carlson. When it's all said and done Fox News will be blamed nearly as much as Trump. RT @bennyjohnson: China should be held accountable for Covering Up the Coronavirus Outbreak which resulted in a Global Pandemic that is now killing people, including Americans. #ChinaLiedPeopleDied",amazing tries  blame china  covering   covid-19 outbreak   headline caps   reason   posting  clip  fox news  tucker fucking carlson      done fox news   blamed nearly  much  trump  china   held accountable  covering   coronavirus outbreak  resulted   global pandemic    killing people including americans chinaliedpeopledied,2020-03,324
177,3/18/2020,"Keep this in mind next time he blames China for the virus. RT @realDonaldTrump: China has been working very hard to contain the Coronavirus. The United States greatly appreciates their efforts and transparency. It will all work out well. In particular, on behalf of the American People, I want to thank President Xi!",keep   mind next time  blames china   virus  china   working  hard  contain  coronavirus  united states greatly appreciates  efforts  transparency    work  well  particular  behalf   american people  want  thank president xi,2020-03,224
178,3/18/2020,"@codykeenan Meanwhile, blaming China of a coverup back in Nov/Dec must be completely different from what he was doing in Jan/Feb when this was all a “hoax” right? https://twitter.com/therecount/status/1240043597434687489?s=21 RT @therecount: As Trump pivots to coronavirus crisis mode, let’s not forget the months of downplaying and denial.",meanwhile blaming china   coverup back  novdec must  completely different       janfeb      “hoax” right    trump pivots  coronavirus crisis mode let  forget  months  downplaying  denial,2020-03,186
179,3/18/2020,Incompetent @realDonaldTrump using that racist tone for his MAGA base. Always pointing somewhere to blame. Not taking responsibility. And racist is the disease that comes from America and mostly @GOP lately. There is NO vaccine for that. #FactsMatter @maddow RT @BreeNewsome: Trump admin is more focused on devising a strategy to blame China for COVID-19 outbreak in the USA and inciting racist violence against people of Asian descent to distract from their incompetence. But fact is Trump admin condemns Americans to death by continually refusing tests.,incompetent  using  racist tone   maga base always pointing somewhere  blame  taking responsibility  racist   disease  comes  america  mostly  lately    vaccine   factsmatter   trump admin   focused  devising  strategy  blame china  covid-19 outbreak   usa  inciting racist violence  people  asian descent  distract   incompetence  fact  trump admin condemns americans  death  continually refusing tests,2020-03,403
180,3/18/2020,"RT @KnowYourObama: @ChuckGrassley Chuck is another example of sorry repub leadership. He's been in Congress way too long. Power has gone to his head. Blaming China is another repub coverup for their indefensible, incompetent and racist leader. https://www.cnbc.com/2020/01/30/trump-says-coronavirus-outbreak-is-all-under-control-and-is-a-very-small-problem-in-us.html",chuck  another example  sorry repub leadership    congress way  long power  gone   head blaming china  another repub coverup   indefensible incompetent  racist leader,2020-03,166
181,3/18/2020,"Data released Monday showed that China's industrial output, retail sales, and fixed asset investments all collapsed in the first two months of the year, the first time in the history of the data series RT @silverncopper: Coronavirus: will Donald Trump blame China for expected global recession in 2020? | South China Morning Post https://www.scmp.com/economy/global-economy/article/3075603/coronavirus-will-donald-trump-blame-china-expected-global",data released monday showed  china industrial output retail sales  fixed asset investments  collapsed   first two months   year  first time   history   data series  coronavirus  donald trump blame china  expected global recession  2020  south china morning post,2020-03,261
182,3/18/2020,"@MichaelCoudrey @StateDept @alx @JackPosobiec @stclairashley @mattgaetz @DonaldJTrumpJr @KyleKashuv @w_terrence @charliekirk11 It’s because Americans are not stupid. Don’t forget it was Trump who got us here! After downplaying the threat and no action for over 2 months, now he’s trying to blame China to protect himself. Not gonna work! #TrumpLiedPeopleDied https://twitter.com/realdonaldtrump/status/1220818115354923009?s=21 RT @realDonaldTrump: China has been working very hard to contain the Coronavirus. The United States greatly appreciates their efforts and transparency. It will all work out well. In particular, on behalf of the American People, I want to thank President Xi!",americans   stupid  forget   trump  got    downplaying  threat   action   2 months   trying  blame china  protect   gonna work trumpliedpeopledied   china   working  hard  contain  coronavirus  united states greatly appreciates  efforts  transparency    work  well  particular  behalf   american people  want  thank president xi,2020-03,328
183,3/18/2020,"@AngelaBelcamino @realDonaldTrump And before launching the blaming China campaign in an attempt to cover his fault, he was praising Xi LMAO https://twitter.com/realdonaldtrump/status/1220818115354923009?s=21 RT @realDonaldTrump: China has been working very hard to contain the Coronavirus. The United States greatly appreciates their efforts and transparency. It will all work out well. In particular, on behalf of the American People, I want to thank President Xi!",launching  blaming china campaign   attempt  cover  fault   praising xi lmao   china   working  hard  contain  coronavirus  united states greatly appreciates  efforts  transparency    work  well  particular  behalf   american people  want  thank president xi,2020-03,258
184,3/18/2020,The virus is from China! Period end of story! Punks who don’t want to face the facts are sickening! RT @DailyCaller: Colbert: ‘Very Racist’ For Trump To Blame China For Virus (It Scrambled To Cover Up) https://dailycaller.com/2020/03/18/stephen-colbert-racist-trump-china-coronavirus/,virus   china period end  story punks   want  face  facts  sickening  colbert ‘ racist  trump  blame china  virus   scrambled  cover,2020-03,132
